,MES,PESO SIMULADO
492,14,216.34536179389
493,14,249.38460600405
494,14,222.80080417075
495,14,228.15690143202002
496,14,250.19631355032996
497,14,291.66651135974996
498,14,249.78623009951
499,14,304.82564822412
500,15,140.52517803566002
501,15,222.63864580486
502,15,258.27164648902
503,15,202.57100588327
504,15,179.65033150277
505,15,278.08582422659
506,15,277.86047819278
507,15,261.04782007533
508,15,266.55643836316
509,15,200.73073221303002
510,15,220.12020433337997
511,15,240.45306551308
512,15,210.23288495775
513,15,263.25780560302996
514,15,368.99168661514
515,15,220.92400263957
516,15,279.66730674843996
517,15,192.20991470382
518,15,315.65683909101
519,15,195.6047014969
520,15,256.85321126615
521,15,213.83314552125
522,15,272.6248134743
523,15,246.59041689724
524,15,243.71259143413
525,15,399.35281214841
526,15,213.23759793658002
527,15,243.56227122401
528,15,385.51732656013
529,15,186.37208431868999
530,15,274.75593476424
531,15,190.02416272718997
532,15,299.59325837251
533,15,263.03155024875997
534,15,279.91049018604
535,15,231.49922194782997
536,15,258.74996287365
537,15,322.57070089872
538,15,127.69471979793998
539,15,161.06888230408998
540,15,267.6043847229
541,15,211.95201970338002
542,15,230.58988759886
543,15,168.16021842473
544,15,198.94860873896
545,15,224.98255965837998
546,15,208.25849536545
547,15,200.9427786813
548,15,224.06396741702002
549,15,196.98135113741
550,16,334.46172073193
551,16,208.62452553608003
552,16,360.16890513275
553,16,241.78042324857003
554,16,183.60600112446
555,16,228.59118239136
556,16,312.46305196396
557,16,319.02017985061
558,16,270.65227294442997
559,16,277.51961729313
560,16,296.17690116023
561,16,183.21173906948002
562,16,230.58767482477
563,16,163.17193660641001
564,16,237.74843368813
565,16,313.26083399447003
566,16,300.74183611002
567,16,385.54274470622
568,16,271.00329382087995
569,16,145.54949940821
570,16,353.22756260103995
571,16,331.243160343
572,16,230.53792792525002
573,16,274.02118195421
574,16,304.09037953457
575,16,282.77418650963
576,16,299.6038138357
577,16,255.91335980461002
578,16,259.90352014987997
579,16,266.7567859721
580,16,219.35857744632
581,16,338.83987341515
582,16,262.341910943
583,16,299.06996578303
584,16,215.83358378299
585,16,203.93729285618
586,16,257.08776843554
587,16,248.35032102128997
588,16,326.52048620624
589,16,294.72744030567003
590,16,291.18777917475
591,16,183.97327136239
592,16,209.74453438381
593,16,272.91077226375
594,16,243.2145894534
595,16,331.66475146839
596,16,334.42230621952
597,16,230.63692477237998
598,16,309.25732250755
599,16,337.35429389437
600,17,296.97517242937
601,17,369.90941767151
602,17,338.49626531009
603,17,290.98989332994
604,17,328.10097931009
605,17,289.8867926323
606,17,255.76603905301002
607,17,299.07368912613
608,17,281.02846941047
609,17,258.58065458701
610,17,378.17709575302
611,17,291.39129179207004
612,17,431.90114475261004
613,17,262.41473853256
614,17,310.60055090836005
615,17,367.62675713063993
616,17,431.83688689978
617,17,295.9995997271
618,17,234.74552519852
619,17,323.98929302037004
620,17,205.08544866791001
621,17,263.66463746091
622,17,294.22454760974
623,17,362.41499643602003
624,17,359.47992538822996
625,17,277.45656179261
626,17,330.74015364708
627,17,261.00829648192
628,17,316.02299362442
629,17,386.25646055819
630,17,287.77853814976004
631,17,262.16995835512995
632,17,250.99805246168998
633,17,319.12239731200003
634,17,353.88816871437007
635,17,398.03807702399
636,17,282.02656392849997
637,17,288.1300114098
638,17,243.56842253367995
639,17,369.27152359206
640,17,274.77487144552003
641,17,252.49871997344
642,17,401.31748406400004
643,17,324.35334195128996
644,17,319.11519703953
645,17,222.68801647003997
646,17,303.30325034099997
647,17,308.128041187
648,17,217.83430702887
649,17,266.35551069906
