,MES,PESO SIMULADO
1268,20,352.37688553242003
1269,20,371.10045226709997
1270,20,369.08221374987
1271,20,362.81170824469
1272,20,371.14503799817004
1273,20,387.28041972702994
1274,20,367.09789181188995
1275,20,363.88174470368995
1276,20,353.88471170792
1277,20,328.31495260034
1278,20,344.03443036415
1279,20,361.74714994657995
1280,20,331.10445369483
1281,20,364.78168979001
1282,20,361.67810652040004
1283,20,356.93245705007996
1284,20,361.2265852631
1285,20,355.30791995324995
1286,20,354.32979306693
1287,20,354.61328095901
1288,20,374.61598339612
1289,20,352.87198310740996
1290,20,298.49077181068
1291,20,344.43528216417
1292,20,358.97807234261
1293,20,375.26127745857
1294,20,384.22851577585
1295,20,334.72799523877
1296,20,371.02170798573997
1297,20,359.87246394949
1298,20,350.35747784472
1299,20,355.32743972782004
1300,22,404.62048053261003
1301,22,408.09560881517996
1302,22,410.10140294856
1303,22,391.3459497918
1304,22,383.64164962066
1305,22,425.12376582171
1306,22,400.66642298018996
1307,22,434.38187474426
1308,22,386.13402928822995
1309,22,392.94287488531
1310,22,434.5209125634
1311,22,434.23894575162
1312,22,383.97171441437996
1313,22,409.4603473338
1314,22,432.86712624077006
1315,22,432.69394292422004
1316,22,378.69262225821
1317,22,438.58709463016
1318,22,418.84971093625
1319,22,409.89015710403
1320,22,400.54636442323
1321,22,385.2715553883701
1322,22,407.16021847267996
1323,22,399.90360850653
1324,22,452.85801089489996
1325,22,409.12093206595
1326,22,401.62267560326006
1327,22,404.91058537995
1328,22,392.55920859016
1329,22,447.94123284817
1330,22,418.34180688044
1331,22,406.74506183359
1332,22,428.37300219552003
1333,22,404.51657064264
1334,22,403.18346483731005
1335,22,393.71693159201004
1336,22,392.50225550452996
1337,22,438.30193271400003
1338,22,421.05406080632997
1339,22,406.99343755376
1340,22,440.36092903954
1341,22,405.68756643562995
1342,22,411.183583371
1343,22,375.90747937416
1344,22,415.00489347973996
1345,22,375.34180825294
1346,22,384.81178374086
1347,22,424.78569955190005
1348,22,412.44575059489
1349,22,387.20483115525
1350,24,425.41825101041
1351,24,440.18519352632995
1352,24,439.36377421371003
1353,24,395.78990045762004
1354,24,407.19816176138
1355,24,394.40306804486
1356,24,432.76458855257994
1357,24,395.57164904337003
1358,24,450.23444053584006
1359,24,411.71664203835996
1360,24,409.43901090040004
1361,24,474.79503142165004
1362,24,483.18338655882
1363,24,415.91709920109
1364,24,433.56416125566
1365,24,478.68537006837005
1366,24,422.21159067302
1367,24,473.14688556436
1368,24,452.89487483092995
1369,24,435.65255000922
1370,24,426.43349243755
1371,24,472.59744791576
1372,24,450.44129713635004
1373,24,420.12484558886
1374,24,443.25990729884
1375,24,414.59318706816003
1376,24,437.76020888297006
1377,24,468.95916983357
1378,24,446.39848549267
1379,24,417.2619098673
1380,24,442.2505222143
1381,24,418.65757108743
1382,24,479.95574128669006
1383,24,393.93413851147994
1384,24,419.52150961763
1385,24,451.80398730433
1386,24,415.89310487114
1387,24,434.80355738187006
1388,24,449.16631464210997
1389,24,462.77368417107004
1390,24,413.48507541331
1391,24,430.5675598505
1392,24,423.75906867967
1393,24,431.82289248294995
1394,24,442.73562428959997
1395,24,420.44403931614
1396,24,452.45059719590995
1397,24,444.02626294065993
1398,24,423.74421816269995
1399,24,440.62547216682
1400,27,497.17652919615995
1401,27,497.40368823617007
1402,27,489.09278935428
1403,27,470.33734030705
1404,27,456.13787693974996
1405,27,477.73258715300994
1406,27,460.07623613232005
1407,27,463.50521759969
1408,27,495.65676275590994
1409,27,509.01491281425
1410,27,487.2413853095599
1411,27,524.52266082917
1412,27,432.88177626003
1413,27,472.58034817365996
1414,27,474.4373854426099
1415,27,513.2995836527
1416,27,484.82256773842005
1417,27,463.7161674003
1418,27,486.17686088626
1419,27,488.43370358657995
1420,27,476.6715504283
1421,27,420.13715432405
1422,27,498.17041049649004
1423,27,382.68636031202993
1424,27,474.8007448676099
1425,27,432.3169408595
1426,27,462.91626284964
1427,27,507.77510035669997
1428,27,458.8653106043
1429,27,521.0414552710901
1430,27,491.91174221539
1431,27,465.69567828251996
1432,27,448.88766029347
1433,27,459.31482023627996
1434,27,481.57957662974997
1435,27,411.36178890294997
1436,27,487.73328615632005
1437,27,479.14871423510994
1438,27,492.94656895765
1439,27,524.37521734567
1440,27,463.71861949705993
1441,27,446.91772814673
1442,27,502.17504208087996
1443,27,494.88342682653
1444,27,468.34383466225
1445,27,456.81902385987996
1446,27,478.36730193322
1447,27,443.10016763507
1448,27,473.69070023935996
1449,27,455.68188887664
